question,reasoning,doc_id
"Which strategy game features six factions including Haven, Inferno, Necropolis, and Academy, where a demon invasion interrupts a royal wedding?","Uses the specific factions names (Haven, Inferno, Necropolis, Academy) and the plot point of the wedding interruption to uniquely identify the game.",370
In what game does a character named Agrael transform into a warlock named Raelag through an anagram of his name?,"Targets the highly specific plot detail regarding Agrael's transformation into Raelag, which is a unique character arc in this title.",370
What fantasy title involves a variety of legendary factions fighting against the Demon Sovereign Kha-Beleth and the pursuit of the Rite of True Nature?,"Mentions the unique antagonist Kha-Beleth and the 'Rite of True Nature' mechanic/plot device, which are specific hooks for a specialist to identify the game.",370
What PS2 RPG lets you rebuild the world using a Georama system?,Uses the 'PS2 RPG' and 'Georama system' as unique hooks to identify the game.,1214
In which game does a boy named Toran fight a demon spirit to restore destroyed lands?,Focuses on the the protagonist's name 'Toran' and the plot of restoring lands from a demon spirit's destruction.,1214
Which early PlayStation 2 title features a mechanic where you build houses and volcanoes to restore geographical landscapes?,Targets the specific world-building mechanics involving houses and volcanoes on the PS2 platform.,1214
Which 3DS platformer has a primary objective of gathering one million coins?,Focuses on the unique 'one million coins' goal which is the defining mechanic of this specific entry,1080
What Mario game features a Gold Flower power-up that transforms the protagonist into a gold version of himself?,Uses the 'Gold Flower' and 'Gold Mario' as highly specific hooks to distinguish it from other games in the series,1080
In which side-scrolling title does Bowser's aircraft drop Mario and Luigi's quest to rescue Princess Peach begin?,Targets the specific opening sequence involving Bowser's aircraft and the kidnapping of Princess Peach in a side-scrolling format,1080
Who is the protagonist of the game where a boy uses visualizer goggles to merge with an alien named Warlock?,Uses the hook of 'visualizer goggles' and the alien 'Warlock' to uniquely identify the game,1782
What game is set in the year 220X and features a world networked through EM Waves powered by three satellites?,"References the specific futuristic setting of 220X and the unique EM Wave network powered by the satellites Pegasus, Leo, and Dragon",1782
Which Mega Man title features a character called Fire Leo with a Flame Burner attack?,Explicitly names the game franchise and mentions the specific 'Fire Leo' and 'Flame Burner' mechanic unique to this version,1782
What city-builder features a story about assisting Lord Richard Northburgh in uncovering a conspiracy to overthrow an Emperor?,Mentions the specific character 'Lord Richard Northburgh' and the plot point of a conspiracy against the Emperor to identify the game.,662
In which economic simulation game do you befriend the Grand Vizier Al Zahir to fight Corsairs and stop child trafficking?,Uses the unique combination of 'Grand Vizier Al Zahir' and 'Corsairs' as hooks for a specialist to identify the title.,662
What 2009 strategy game involves building cathedrals and managing trade between the Occident and the Orient?,"Focuses on the setting of the Occident/Orient trade and the 2009 release date, combining it with the city-building/strategy genre.",662
What platformer features a game world called the Glade of Dreams that is thrown into chaos by an army of Darktoons?,Mentioning the 'Glade of Dreams' and 'Darktoons' provides unique setting and plot hooks that a specialist would recognize.,981
Which game involves gathering Electoons to cure a sleeping Bubble Dreamer?,"Focuses on the specific objective of gathering 'Electoons' and the 'Bubble Dreamer' character, which are highly distinguishing characteristics.",981
"In Rayman Origins, what happens when the snoring of the main characters disturbs a granny from the Land of the Livid Dead?",Directly references the game's title and the specific plot catalyst involving the 'Land of the Livid Dead' granny to cover the story aspect.,981
Which James Bond game features a plot involving a missile guidance chip and a battle on a US Space Defense Platform?,Includes the specific 'missile guidance chip' and 'US Space Defense Platform' plot points to uniquely identify the title.,1631
What first-person shooter has Bond fighting against Raphael Drake and his organization Phoenix International?,Uses the antagonist 'Raphael Drake' and the organization 'Phoenix International' as distinct identifiers.,1631
Which 007 game starts with a mission in Paris to stop a nuclear weapon from destroying the Eiffel Tower?,References the specific opening mission sequence in Paris and the Eiffel Tower objective.,1631
What co-op FPS lets you play as career criminals planning high-stakes robberies with a team of four?,Uses the core mechanic of 4-player co-op career criminals and high-stakes robberies to identify the game.,1381
Which first-person shooter focuses on executing dynamic heists to get a 'big score' with AI or live partners?,Targets the 'big score' terminology and the specific dynamic heist structure of the gameplay.,1381
What is the name of the game where you gear up with various weapons and equipment to carry out six different professional heists?,Combines the specific number of heists (six) and the objective of professional robberies to create a search-like query.,1381
Which South Park game features a battle against a ginger army across time and space?,Uses the game's title franchise and the unique 'ginger army' hook to identify the title,1261
What 2D sidescroller has you controlling the four main boys to fight Tenorman's forces?,Mentions the 2D sidescroller mechanic and the specific antagonist 'Tenorman' to provide unique identifiers,1261
"Which game involves Stan, Kyle, Cartman, and Kenny fighting a ginger army in a 2D side-scrolling format?",Combines the character names and the 'ginger army' plot point to allow a specialist to identify the game,1261
Which game features X and Zero fighting against Dr. Doppler's vision of a human-reploid utopia?,"Uses 'Dr. Doppler', 'X and Zero', and 'human-reploid utopia' as hooks to identify the game.",1743
What title involves the Zero Special Forces Unit battling a rebellion sparked by a failed antibody virus?,Focuses on the specific 'Zero Special Forces Unit' and the 'antibody virus' plot point to target specialists.,1743
"In Mega Man X3, what happens to the scientist who created Doppeltown?",Directly uses the game title to ask about the specific plot point regarding the scientist's downfall.,1743
Which PlayStation platformer features a purple dragon and a dragonfly who acts as a health bar?,"Mentions the specific character design (purple dragon) and the unique health mechanic (dragonfly companion), which are hallmarks of this title.",1576
What game involves rescuing dragons trapped in crystal by a villain named Gnasty Gnorc?,Uses the specific antagonist's name 'Gnasty Gnorc' and the plot point of dragons being turned to crystal to uniquely identify the game.,1576
In which game does a young dragon collect gems to progress through the Dragon Lands?,Focuses on the game's primary objectives (collecting gems and rescuing dragons) and the specific setting (Dragon Lands) to target the specialist's knowledge.,1576
Which co-op FPS features a pathogen called the Green Flu in Pennsylvania?,Mentions the unique 'Green Flu' and the specific setting of Pennsylvania to identify the game without naming it,122
What game uses an AI Director to dynamically change enemy spawns and pacing during a zombie outbreak?,"Targets the specific 'AI Director' mechanic and its unique effect on gameplay, which is a hallmark of this title",122
"In Left 4 Dead, how does the teamwork mechanic work with teammate visibility and friendly fire?",Directly asks about the game's specific teamwork mechanics while using the game title for the variety requirement,122
Which DS game is an updated version of the first Battle Network title that includes a crossover with the Star Force series?,"Targets the specific DS port of the first BN game and the Star Force crossover, which uniquely identifies the title",1774
What title features a crossover where ClockMan.EXE travels 200 years back in time to the Battle Network era?,Focuses on the layanan unique plot point involving ClockMan.EXE's time travel to the BN era,1774
In which game do MegaMan.EXE and the Star Force version of Mega Man team up to fight ClockMan.EXE after a misunderstanding regarding Roll.EXE?,Uses the specific character interaction between the MegaMan.EXE and the Star Force Mega Man regarding Roll.EXE to isolate the game,1774
What RPG involves a protagonist who must decide whether to keep the Sword of Aeons by killing his sister or throw it into a portal?,"Targets the highly specific plot point regarding the Sword of Aeons and the tragic choice involving the sister, which is a unique identifier for the game.",694
In which game does the Hero train at the Heroes' Guild and fight a legendary antagonist named Jack of Blades?,Uses the specific names of the 'Heroes' Guild' and the antagonist 'Jack of Blades' to allow a specialist to identify the title.,694
Which fantasy title features a world called Albion where players can influence their ending based on alignment and the choice to use a powerful dark sword?,Combines the setting 'Albion' with the 'alignment' mechanic and the 'dark sword' plot hook to create a distinct query.,694
What RPG has a plot where two best friends are forced to fight due to the curse of the Rune of the Beginning?,Uses the 'Rune of the Beginning' and the 'two best friends' tragedy as unique hooks to identify the game,1454
Which PlayStation game allows you to recruit over 100 characters and build a base while fighting a war between Highland and Jowston?,"Targets the unique recruitment of 100+ characters, base building, and the specific political conflict between Highland and Jowston",1454
"In Suikoden II, how does the gameplay blend different types of combat systems?","Directly uses the game title to ask about the specific combination of turn-based combat, duels, and strategic army battles",1454
What Mario game takes place in the land of dreams called Subcon and involves defeating a toad king named Wart?,Includes the specific location 'Subcon' and the antagonist 'Wart' to uniquely identify the game,1067
"Which 2D platformer allows you to choose between Mario, Luigi, Princess Peach, and Toad to rescue a dream world from a curse?",Mentions the selectable characters and the 'dream world' setting to provide hooks for a specialist,1067
Which classic Nintendo title features an object carrying mechanic and a quest to defeat a villain who hates vegetables?,Focuses on theunique 'vegetable-hating' villain trait and the specific 'object carrying' mechanic described in the summary,1067
Who is the mercenary pirate searching for his sister on Stros M'kai?,Uses the 'mercenary pirate' and 'Stros M'kai' hooks to identify the protagonist and setting,55
Which Elder Scrolls game follows Cyrus as he investigates his sister's disappearance after a letter from Captain Tobias?,Directly mentions the title's series and the specific plot involving Cyrus and Tobias,55
What game features the conflict between the Redguard Crowns and the Empire on the island of Stros M'kai?,Targets the unique historical conflict between the Redguard Crowns and the Empire as a distinguishing characteristic,55
Which Sonic game involves time holes that send the protagonist back to meet a younger version of himself?,Mentions the 'time holes' and 'younger version' hooks to uniquely identify the specific game,506
What title lets you play as both a classic and a modern version of the same blue hedgehog across different eras?,Uses the the 'classic and modern version' distinction which is a core mechanic of the game,506
In which game does a mysterious power create temporal rifts to bring together characters from different points in the game's history?,Focuses on the temporal rifts and history-spanning plot as a distinguishing characteristic,506
Which RPG features a journey to the planet Dominus to prevent the Dark Savant from seizing power?,Uses the 'planet Dominus' and 'Dark Savant' as specific hooks to identify the game for a specialist.,939
What game involves the Higardi race and a struggle to ascend to the Cosmic Circle?,Combines the unique race 'Higardi' and the specific goal of 'ascending to the Cosmic Circle' as distinguishing characteristics.,939
"In Wizardry 8, who is the main antagonist who occupies the city of Arnika with his Black Ship?",Directly names the game to provide a variety of query types while focusing on the antagonist and the specific location of Arnika.,939
Which game features a story told through flashbacks as friends gather for a memorial service at the Croft Estate?,Connects the unique 'memorial service' and 'Croft Estate' hooks to identify the game's framing device,1160
What title in the series allows Lara to use a grappling hook and walk on tightropes for the first time?,Focuses on specific new gameplay mechanics like the grappling hook and tightrope walking to distinguish it from other games,1160
How does Tomb Raider: Chronicles handle its narrative structure compared to previous entries?,Directly addresses the narrative framework mentioned in the summary and storyline,1160
Which game features a protagonist who uses a magical dagger to rewind time after accidentally unleashing a sandstorm that turns people into monsters?,Uses the unique 'magical dagger to rewind time' and 'sandstorm that turns people into monsters' hooks to identify the game without mentioning the title.,836
In what title does the main character share a dream about a bathhouse and uses the secret word 'Kakolookia'?,Focuses on the highly specific narrative details like the 'dream about a bathhouse' and the 'secret word Kakolookia' which are unique markers for the game.,836
What is the plot of Prince of Persia: The Sands of Time?,"A straightforward query about the plot of the game, using the title to provide a variety of variety in search intent.",836
What Fire Emblem title involves defending the nation of Renais from the Grado Empire?,Uses the game title and the specific nations of Renais and Grado as hooks.,1440
Which strategy game features an optional training area called the Tower of Valni to level up units?,Targets the unique 'Tower of Valni' mechanic which is a distinguishing feature of this specific entry.,1440
In which tactical RPG can you protect Renais by managing soldier experience and upgrading abilities against an invading empire?,Focuses on the setting (Renais) and the core tactical RPG loop described in the summary.,1440
What FPS from the Far Cry developers features a Delta Force team investigating an alien ship on a South China Sea island?,Combines the 'Far Cry developers' and 'Delta Force team' hooks with the specific 'South China Sea island' setting to identify the game.,296
Which game involves the US and North Korea teaming up to fight aliens in environments that shift from tropical jungles to frozen landscapes?,Focuses on the unique plot point of the US and North Korea collaborating against an extraterrestrial threat in contrasting weather zones.,296
What shooter lets you customize armor and weapons to fight aliens in both Zero-G and dynamic hostile environments?,Highlights the core gameplay mechanics of adaptive armor customization and the specific 'Zero-G' combat environment mentioned in the summary.,296
Which Steven Spielberg collaboration involves NASA veteran Boston Low and a crystal spacecraft that transports a team to the desolate planet Cocytus?,"Uses the 'Steven Spielberg collaboration', 'Boston Low', and 'Cocytus' as specific hooks to identify the game without using the title.",207
What LucasArts adventure game features a journey to a world named after the 9th circle of Hell in Dante's Inferno?,"Links the 'LucasArts' developer, 'Dante's Inferno' reference, and the '9th circle of Hell' to uniquely identify the title.",207
"In The Dig, how does the team of Low, Robbins, and Brink end up on a desolate alien planet?",Directly asks about the plot mechanism of the game using its title for one of the three questions as per guidelines.,207
Who is the Messenger of Destruction in the game where people were split into Silhouette and Mirage beings?,Mentioning the 'Messenger of Destruction' and the specific 'Silhouette and Mirage' duality identifies the plot's unique hooks.,1356
In which side-scrolling action game does the protagonist use parasites to learn new attacks and absorb spirit from enemies?,"Focuses on the unique 'parasite' mechanic and the spirit absorption system, which are distinguishing gameplay characteristics.",1356
What happens to the world after genetic experiments at the turn of the millennium lead to a biological explosion in Silhouette Mirage?,Uses the title directly to ask about the same catastrophic event described in the story section.,1356
"Which puzzle-platformer features three characters named Erik, Baleog, and Olaf who are kidnapped by the Croutonian empire?",Uses the specific names of the protagonists and the unique 'Croutonian empire' hook to identify the game,454
What game allows you to control a trio of Vikings where one can use his shield as a glider and another can act as a stepping stone?,"Focuses on the unique cooperative mechanic of using a shield as a glider or platform, which is a specialist's hook",454
"In The Lost Vikings, how do the character abilities of the three protagonists differ to solve puzzles?",Directly asks about the character abilities within the title to cover a different attribute (mechanics),454
"What game features a zombie former salesman in a futuristic 1959 version of Punchbowl, PA?","Combines the specific character background (former salesman) and the unique setting (futuristic 1959 Punchbowl, PA) to identify the game.",79
Which title lets you play as a wisecracking zombie who can turn defeated enemies into allies to fight futuristic soldiers and barbershop quartets?,Focuses on unique gameplay mechanics (converting enemies to allies) and the absurd enemy types (barbershop quartets) mentioned in the context.,79
What is the name of the game where a zombie seeks revenge and love in a city built during the Eisenhower administration?,Uses the game's title while linking it to the specific historical-futuristic blend of the Eisenhower era and the plot's focus on revenge and love.,79
Which aviation simulator allows you to fly any aircraft to any global destination through a Free Flight mode?,Focuses on the 'Free Flight' mechanic and the global aviation setting to identify the game.,301
What flight sim from the mid-2000s features a wide array of interactive missions and a realistic global world?,Uses the release timeframe (implied by 1160697600 epoch) and 'interactive missions' as specific hooks.,301
What are the key features of Microsoft Flight Simulator X?,A direct query using the game's title to provide variety in search intent.,301
What RTS game features a struggle for power between four different races on the alien world of Yavain?,Uses the unique name of the alien world 'Yavain' and the 'four races' hook to identify the game.,929
Which old real-time strategy title lets you play through 28 scenarios and includes a powerful scenario editor?,Targets the specific number of '28 scenarios' and the 'scenario editor' feature as distinguishing characteristics.,929
In what game is civilization on the alien world of Yavain about to collapse into anarchy through blood and fire?,Combines the 'Yavain' setting and the specific 'blood and fire' thematic plot hook to enable searchability.,929
Which Game Boy action-platformer has Mega Man fighting a robot named Punk as part of Wily's 'Mega Man Killers' line?,Uses the specific 'Punk' robot and 'Mega Man Killers' terminology to identify the game,1735
What handheld title features a plot where Dr. Wily attempts to power a machine by draining energy from the Earth's core?,Targets the unique plot point about extracting energy from the Earth's core,1735
Which Capcom game combines gameplay elements from the NES versions of Mega Man 3 and 4?,Highlights the specific mashup of NES titles 3 and 4 within a handheld release,1735
What 1998 arcade racing game served as the sequel to Sega Rally Championship?,Uses the name of the original game and the release year to pinpoint the sequel,1572
Which racing title released for Dreamcast and PC was the successor to the original Sega Rally?,Combines the platform ports (Dreamcast and PC) and the lineage to identify the title,1572
What arcade rally sequel from the late 90s was ported to the Dreamcast and PC?,Focuses on the arcade origins and specific porting history to create a specialist hook,1572
What Xbox shooter lets you play as both a human supersoldier and a disgraced alien commander known as the Arbiter?,Uses the dual-protagonist structure (Master Chief and Arbiter) as a unique identifier for the game.,986
Which Bungie game introduced dual-wielding and matchmaking on Xbox Live?,Focuses on the specific technical milestones and developer associated with the title.,986
In what sci-fi story does the Covenant attack Earth in the 26th century while a parasitic threat emerges?,"Targets the plot elements like the 26th-century setting, the Covenant, and the parasitic threat to identify the narrative.",986
What game involves a boy and a massive creature forming a bond while exploring giant ancient ruins?,Focuses on the unique 'boy and massive creature' dynamic and 'ancient ruins' setting to allow a specialist to identify the game,117
In which title does a child travel through mystical ruins with a mysterious companion to survive?,"Uses thees specific plot elements of a child, mystical ruins, and a mysterious companion to distinguish the title",117
How would I find the game about the unbreakable bond between a youth and a creature in a strange land?,References the core emotional theme of the 'unbreakable bond' and the 'strange land' setting while explicitly mentioning the game's premise,117
Which open-world game features a gang that becomes a global media empire with their own energy drink and toys?,"Uses the 'media empire', 'energy drink', and 'toys' hooks to identify the game's unique plot setup.",873
What game involves fighting a virtual reality battle against a hacker gang leader named Matt Miller?,Focuses on the specific 'virtual reality battle' and 'Matt Miller' to create a query that a specialist would recognize.,873
"In Saints Row: The Third, how do the Saints deal with theliegen Luchadores and the Morning Star in the city of Steelport?",Directly asks about the game's conflict with specific factions like the Luchadores and the Morning Star in Steelport.,873
Which RTS game is set in the world of Eberron and involves factions fighting over the Heart of Siberys?,Connects the specific setting (Eberron) and the the key plot device (Heart of Siberys) to identify the game.,674
"What D&D themed real-time strategy game features the creation myth of the three dragon siblings Khyber, Siberys, and Eberron?",Uses the unique cosmology of the three dragon siblings as a hook for fans of the D&D setting.,674
In which 2005 strategy game can the Order faction build Warforged Titans despite the Treaty of Thronehold's restrictions?,"Targets the specific gameplay/lore discrepancy regarding Warforged Titans and the Treaty of Thronehold, which is a highly specific detail for a specialist.",674
"Which game lets you fight Nazis and the Asian underworld in 1935 China using a whip, pistol, and improvised weapons like shovels?","Uses the 1935 China setting, factions (Nazis/Asian underworld), and specific improvised weapons to create a unique identifier for a specialist.",187
What title features a rickshaw chase in Hong Kong and combat on moving gondolas in the South China Sea?,"Targets the specific, highly unique set pieces like the rickshaw chase and the South China Sea gondola battle.",187
"In Indiana Jones and the Emperor's Tomb, what new gameplay mechanics were introduced to improve hand-to-hand combat?",Focuses on the gameplay mechanics and uses the game's title for a direct search query.,187
What 1990s golf game features the St Andrews Old Course and allows users to create custom sound scripts?,Mentions the specific combination of the St Andrews Old Course and the unique 'custom sound script' mechanic to identify the game,772
Which sports simulation includes Bay Hill and Entrada at Snow Canyon as playable courses?,Uses specific course names like Bay Hill and Lodge and Entrada at Snow Canyon as hooks for a specialist,772
Does Links LS 1999 include spectator mode and crowd galleries for its tournament environment?,Targets the general features of the game including the spectator mode and crowd galleries,772
Who is the detective in theCrime Capital of Britain who loves kebabs and solves hostage crises in 2D?,Mentions the 'Crime Capital of Britain' and 'kebab-fiend' traits to identify the specific protagonist,1007
Which puzzle game involves a protagonist who can hit tramps with crowbars and steal trousers in the name of justice?,Focuses on the unique and dark humor mechanics like stealing trousers and crowbar attacks,1007
What is the game Hector: Badge of Carnage! about?,Provides a direct search query for the game's title,1007
Which 1994 Rare platformer used pre-rendered 3D graphics to stand out from other console games?,"Uses the 'Rare', '1994', and 'pre-rendered 3D graphics' hooks to identify the game's technical achievement.",1090
What game starts with Diddy Kong being overpowered by a Krusha while guarding a banana hoard?,Targets the specific plot point of Diddy's defeat by a Krusha and the guarding of the banana hoard.,1090
Who is the main antagonist who commands the Kremling army to steal a hoard of bananas from an island?,Focuses on the main villain and his army to uniquely identify the game's conflict.,1090
Which side-scrolling game allows players to switch between Donkey Kong and Diddy Kong to recover stolen fruit from King K. Rool?,Mentions the playable characters and the goal of recover stolen fruit from the antagonist.,1090
Which 2005 platformer involves a boy escaping a circus to join a secret government camp for psychics?,Includes the 'escaping a circus' and 'secret government camp for psychics' hooks to identify the game without naming it,1339
What game features levels set inside the fractured minds of people in an abandoned asylum?,Targets the unique 'levels inside fractured minds' and 'abandoned asylum' setting as distinguishing characteristics,1339
"In Psychonauts, how do the levels reflect the characters' mental states through gameplay?",Directly addresses the game's title and core mechanic of exploring mental states as described in the summary,1339
What action RPG lets you lead a horde of gremlin-like creatures to conquer lands and defeat corrupt heroes?,Mentioning 'gremlin-like creatures' and 'defeating corrupt heroes' provides specific hooks to identify the game without needing the title.,44
In which satirical fantasy game can you choose to be evil or really evil while commanding minions who sacrifice themselves for you?,Focuses on the unique 'evil or really evil' corruption mechanic and the satirical tone mentioned in the context.,44
How do the mechanics of Overlord involve blending real-time strategy and role-playing elements?,Directly asks about the game's title and its specific blend of RTS and RTS/RPG hybrid mechanics as per the guidelines.,44
Which 1997 soccer game focuses on the 1998 World Cup qualifying process across different global regions?,Targets the unique '1998 World Cup qualifying process' hook to identify the game from its specific mode.,705
What football title features commentary by John Motson and Andy Gray with unique crowd chants for each team?,Uses the specific commentator names 'John Motson' and 'Andy Gray' as distinguishing characteristics for experts.,705
In which FIFA game can you lead a team through the qualification rounds and the final tournament across 16 different outdoor stadiums?,Mentions the specific '16 outdoor stadiums' and the structure of the 'qualification rounds' to link to the title.,705
What aquatic evolution game uses SIXAXIS motion controls to navigate a surreal biosphere?,"Uses 'SIXAXIS motion controls', 'aquatic evolution', and 'surreal biosphere' as specific hooks for a specialist to identify the game.",1353
Which title features a dynamic difficulty adjustment system that lets players evolve organisms at their own pace?,"Highlights the 'dynamic difficulty adjustment' (DDA) mechanic and the 'evolving organisms' theme, which are distinctive features of the game.",1353
How do you play flOw to evolve creatures in a deep blue environment?,A direct query using the game's name to find information on how theplay mechanics work within the deep blue setting.,1353
How do you survive the zombie outbreak on Palanai island in the Banoi archipelago?,Uses 'Palanai island' and 'Banoi archipelago' as specific hooks to identify the game without naming it,1833
Which zombie survival game introduces a new playable character and new enemies in the Banoi archipelago setting?,Combines the 'new playable character' and 'Banoi archipelago' hooks to allow a specialist to deduce the title,1833
What is the plot of Dead Island: Riptide?,Directly asks about the plot of the specific title to cover variety in search intent,1833
Which 007 game involves stopping an arms smuggling ring from creating a new world order?,Combines the title's theme and the specific plot hook about the arms smuggling ring to identify the game.,1639
What early Bond title features a plot centered around an arms smuggling ring?,Uses the 'early Bond title' descriptor and the specific 'arms smuggling ring' plot point to target the document.,1639
What game tasks the player with dismantling a new world order threat posed by arms smugglers?,Focuses on the 'new world order' and 'arms smugglers' keywords to create a search query a specialist would use.,1639
Which fighting game lets you use 'Dial-A-Combo' and a dedicated run button in 2D battles?,Focuses on the unique 'Dial-A-Combo' and 'Run' button mechanics which are hallmarks of this specific entry,1620
In what game does Shao Kahn use the resurrection of Queen Sindel in Earth Realm to merge dimensions and kill billions?,Targets the specific plot point involving Sindel's reincarnation as a catalyst for the merger of Earth Realm and Outworld,1620
What Mortal Kombat title introduces multi-level playfields and battles against Motaro the Centaurian?,Uses the game's title series and the specific boss fight against Motaro to identify the version,1620
What game features a protagonist who must stop the production of a drink made from the bones and tears of his own kind?,Focuses on the poiché unique and gruesome 'bones and tears drink' plot hook to identify the game,1000
Which title in the Oddworld series involves infiltrating the FeeCo Depot and using explosive flatulence to navigate obstacles?,"Combines the game's series name with specific, bizarre mechanics like 'explosive farts' and the 'FeeCo Depot' location",1000
"In which game does a character travel to the city of the dead, Necrum, to free imprisoned spirits and cure an addiction to SoulStorm Brew?","Uses specific terminology like 'Necrum', 'SoulStorm Brew', and 'city of the dead' to allow a specialist to identify the title",1000
Which game features a graffiti artist from the Akomish reservation who can mimic the powers of other superhumans?,"Uses the 'graffiti artist', 'Akomish reservation', and 'power mimicry' hooks to uniquely identify the game without naming it",1941
In what action game set in a locked-down Seattle does the protagonist fight against the D.U.P. to save his tribe from concrete shards?,"Targets the specific setting of 'locked-down Seattle' and the conflict with the 'D.U.P.' and 'concrete shards', providing enough specialized knowledge to identify the title",1941
What is the story of Infamous: Second Son regarding the D.U.P. and the powers of Conduits?,Provides a direct query about the game's title to satisfy the variety requirement while covering the story and factions,1941
What is the expansion pack for Rainbow Six 3: Raven Shield that introduces a new storyline and additional maps?,Directly identifies the game by linking it to its parent game and its role as an expansion,1848
Which tactical shooter expansion adds a new series of missions to the Raven Shield campaign?,Uses the specific 'Raven Shield' hook to identify the expansion pack without using the full title,1848
What Tom Clancy game features a third installment of Rainbow Six with an Athena Sword subplot? aftermath,Uses the 'Athena Sword' keyword and the 'Tom Clancy' branding to target the specific title,1848
Who is the aspiring pirate Guybrush Threepwood in the adventure game?,"Focuses on the protagonist's unique name, Guybrush Threepwood, which is a highly specific identifier for this title.",65
Which humorous pirate game takes place in the port of Mêlée and on the legendary Monkey Island?,Uses the specific locations 'port of Mêlée' and 'Monkey Island' to distinguish the game from other pirate-themed adventures.,65
What is the Special Edition of the classic swashbuckling game featuring a naive hero's search for a fabled secret?,References the 'Special Edition' and the 'naive hero's search for a a fabled secret' to describe the game without naming it directly in the first question.,65
Which fighting game involves a competition called the Battle Chip GP where the winner's NetNavi is targeted for deletion?,Uses the 'Battle Chip GP' and 'NetNavi deletion' hooks to allow a specialist to identify the game without the title,1767
What Mega Man title allows players to use sword maneuvers and specialized moves with battle chips in a two-player link-up combat mode?,Directly references the Mega Man series and the specific 'battle chip' and 'two-player link-up' mechanics to target the title,1767
In which game do Lan Hikari and friends compete in a tournament sponsored by Yai Ayanokoji to prevent data theft by a mysterious organization?,Mentions the specific character names Lan Hikari and Yai Ayanokoji and the specific plot of a tournament sponsored by a wealthy sponsor,1767
Which Overlord expansion adds new armor and weapons created in the tower forge?,Mentions the 'tower forge' and 'Overlord' name to specifically identify the expansion,45
What action RPG expansion allows players to experience how absolute power corrupts in a warped fantasy world?,Uses the 'absolute power corrupts' theme and 'warped fantasy world' hooks to describe the game's premise,45
Which game expansion features an extended single-player campaign with new enemies and levels added to a 2007 title?,References the 2007 release date and the addition of new levels and enemies to a target the specific expansion content,45
Which strategy game lets you fight in the Korean War and Operation Desert Storm with missile-armed units?,Combines specific conflicts like the Korean War and Desert Storm with the unique mechanic of missile-armed units to pinpoint the game,883
What late 20th-century military simulator features improved unit rotation and movable artillery compared to its predecessor?,Focuses on the technical improvements like unit rotation and movable artillery in a late 20th-century setting,883
How do I find the sequel to the original Steel Panthers that includes 1990s hypothetical scenarios?,Directly references the original title and the specific time period of the sequel to ensure high accuracy,883
What FPS remake brings back classic missions with updated graphics and adds over 60 combat levels?,Targets the 'FPS remake' and '60 combat levels' hooks to identify the game without using the title,1273
Which game allows you to play as an elite special operations unit with modes like Team King of the Hill and Capture the Flag?,Focuses on the unique combination of 'elite special operations unit' and the specific multiplayer game modes listed in the context,1273
"In Delta Force: Xtreme, how many single player missions were brought over from the original game and graphically enhanced?","Directly asks about the specific quantity of graphically enhanced original missions, using the game's title for the one allowed instance",1273
Who is the villain that tries to start a war between Britain and China to boost TV ratings in this Bond game?,Focuses on the unique antagonist Elliot Carver and his specific motive (TV ratings) as a hook for specialists.,1640
Which stealth ship incident is the central plot point for the 007 agent in this title?,"Highlights the specific plot point of a stealth ship causing a conflict between the British and Chinese, which is unique to this story.",1640
What is the plot of James Bond 007: Tomorrow Never Dies?,A direct query using the game's title to provide a variety of search intent.,1640
Which Decisive Battles of World War II game focuses on the liberation of Normandy by the Allied forces?,Includes the series name and the specific regional focus to identify the game,611
What computer wargame covers specific campaigns like Operation Cobra and the Falaise Pocket?,"Uses unique historical operations (Cobra, Falaise Pocket) as specific hooks for a specialist",611
Which Strategic Studies Group title simulates the historical battles of the Western Front during the WWII Normandy invasion?,Combines the developer name with the setting and the war period to create a distinct search query,611
What multiplayer FPS has a complex weapon economy and a battle between Terrorists and Counter-Terrorists?,Uses 'weapon economy' and 'Terrorists vs Counter-Terrorists' as specific hooks to identify the game,1372
Which Valve-developed shooter features a skin trading market and objective-based rounds like hostage rescue?,Combines the game's developer (Valve) and unique skin trading ecosystem as distinguishing characteristics,1372
What is the name of the team-based shooter where players buy equipment based on their performance in previous rounds?,Focuses on the round-based equipment purchase mechanic which is part of the core gameplay loop,1372
Which 2007 theme park sim from Frontier Developments lets you build roller coasters with fewer restrictions?,"Includes the developer, release year, and the specific 'fewer restrictions' coaster mechanic as hooks.",209
What management game involves designing amusement parks while playing mini-games and riding the attractions yourself?,Combines the unique loop of managing a park while personally riding attractions and playing mini-games.,209
Which park simulation title features a story-driven campaign with challenges across various themed parks?,Focuses on the specific structure of the story-driven campaign across themed parks.,209
Which Fallout game shifted the gameplay to tactical squad-based combat?,Directly references the game title 'Fallout' and the specific 'tactical squad-based combat' genre shift unique to this entry,17
In what post-apocalyptic title do you lead a squad of the Brotherhood of Steel to restore civilization in the radiated wasteland?,Combines the 'Brotherhood of Steel' and 'radiated wasteland' hooks to identify the game without using the title,17
What tactical RPG lets you lead a squad where your weapons are treated as your only friends in a Wasteland setting?,Focuses on the unique 'squad-based' mechanic and the specific thematic phrasing from the summary regarding weapons and friends,17
Which action RPG blends characters from Disney movies and the Final Fantasy series?,Targets the unique collaboration between Disney and Square's Final Fantasy characters as a primary identifier.,1219
