,question,doc_id
443,Is there a top-down pixel art game about a scientist surviving a research lab on a distant planet?,7884
444,What are some games similar to the sci-fi horror shooter Teleglitch?,7884
445,What is the premise of the classic side-scrolling game featuring a super warrior?,5433
446,Can you provide details about the title where a hero fights ancient spirits invading the modern world?,5433
447,Which action game involves a protagonist fighting off supernatural entities from history?,5433
448,What are some details regarding the gameplay and plot of the Sengoku title?,5433
449,Tell me about the retro game where you play a warrior battling ghosts trying to conquer the present.,5433
450,What is the objective in the baseball simulation where you manage a team for decades?,7073
451,Can you describe the gameplay mechanics of the 2009 professional baseball executive simulator?,7073
452,How do the different career backgrounds impact performance in the MLB Front Office Manager game?,7073
453,What responsibilities does a general manager have in this classic baseball sports title?,7073
454,Are there any games that let you experience a career path starting as a lawyer or former player in the MLB?,7073
455,What is the plot behind the RPG Azure Dreams set in the town of Monsbaiya?,6545
456,Can you explain the main gameplay mechanics of the retro title Azure Dreams?,6545
457,Who is the protagonist searching for in the Monster Tower in the game Azure Dreams?,6545
458,What can players do in the town besides exploring the tower in Azure Dreams?,6545
459,What kind of creatures assist the main character during his journey in Azure Dreams?,6545
460,What classic title is credited with pioneering the god-game genre?,248
461,Can you tell me about the gameplay in the original Bullfrog god simulation?,248
462,Who was the lead designer for the strategy game where you control civilizations as a deity?,248
463,How many distinct worlds or levels are included in the Peter Molyneux classic?,248
464,What are some of the supernatural abilities players can use to manipulate the environment in this retro strategy game?,248
465,What is the classic racing game where you can upgrade vehicles in the Speed Shop?,3567
466,Can you name the title featuring desert and mountain racing circuits with unlockable trucks?,3567
467,Which 90s racing arcade game features diverse track terrains like mud and snow?,3567
468,What is that arcade game about competing in off-road circuits across locations like Pike's Peak?,3567
469,Find information about the vehicle racing game that includes both public and secret truck models.,3567
470,What are the mini-games included in the Sharp Shot compilation?,5696
471,Can you describe how the gameplay works in Sharp Shot?,5696
472,What is the time limit for matches in the Sharp Shot video game?,5696
473,What type of games are found in the Sharp Shot package?,5696
474,How do you earn a high score in the Sharp Shot title?,5696
475,What is the premise of the card game set in the Warcraft universe?,1279
476,How does the combat system work in the digital title featuring hero classes?,1279
477,Can you explain the main objectives and rules for Hearthstone?,1279
478,What kind of game modes are available in the Blizzard card battler?,1279
479,How frequently are new card sets introduced to the competitive format?,1279
480,What is the content of the extra level pack for the Alien Spidy series?,9966
481,Can you describe the gameplay challenges found in the Between a Rock and a Hard Place expansion?,9966
482,What are some of the obstacles players face in the challenging cave stages of this title?,9966
483,How difficult is the gameplay in the Alien Spidy: Between a Rock and a Hard Place DLC?,9966
484,What kind of environments can users expect to navigate in this specific expansion?,9966
485,What professional athletes are featured in the game Top Spin 3?,5232
486,Can you describe the gameplay mechanics and features found in Top Spin 3?,5232
487,Is Top Spin 3 considered a realistic tennis simulator?,5232
488,Which notable tennis stars appear on the roster for Top Spin 3?,5232
489,What kind of improvements were made to the audio and atmosphere in Top Spin 3?,5232
490,What is the plot of the Hamtaro game where Spat causes trouble?,6428
491,Can you tell me about the GBA game featuring Hamtaro and Bijou?,6428
492,Who is the main antagonist in Ham-Ham Heartbreak?,6428
493,What is the story behind the Hamtaro adventure on the Game Boy Advance?,6428
494,What happens when hamsters start fighting in the game featuring Spat?,6428
495,What is the plot of the Nintendo DS game based on the Code Lyoko cartoon?,8453
496,Can you provide information about the role-playing game where Jeremy and his friends fight XANA?,8453
497,What video game features a virtual world inside a supercomputer threatened by a virus?,8453
498,Who are the main characters in the Code Lyoko action-adventure game?,8453
499,Details about the Code Lyoko title released for the DS platform?,8453
